geneSymbol,diseaseId,diseaseName
CASP1,C0032285,Pneumonia
CD40LG,C0032285,Pneumonia
CCR1,C0032285,Pneumonia
CCR6,C0032285,Pneumonia
CSF2,C0032285,Pneumonia
EGR1,C0032285,Pneumonia
CXCR3,C0032285,Pneumonia
CXCL1,C0032285,Pneumonia
HMOX1,C0032285,Pneumonia
IFNG,C0032285,Pneumonia
IKBKB,C0032285,Pneumonia
IL1B,C0032285,Pneumonia
IL1R1,C0032285,Pneumonia
IL2RB,C0032285,Pneumonia
IL4,C0032285,Pneumonia
IL5RA,C0032285,Pneumonia
IL6,C0032285,Pneumonia
IL6ST,C0032285,Pneumonia
CXCR2,C0032285,Pneumonia
IL13,C0032285,Pneumonia
IL17A,C0032285,Pneumonia
IL18,C0032285,Pneumonia
ITGB2,C0032285,Pneumonia
CXCL9,C0032285,Pneumonia
MYD88,C0032285,Pneumonia
MYLK,C0032285,Pneumonia
PF4,C0032285,Pneumonia
POMC,C0032285,Pneumonia
CCL2,C0032285,Pneumonia
CCL4,C0032285,Pneumonia
CCL7,C0032285,Pneumonia
CCL8,C0032285,Pneumonia
CCL11,C0032285,Pneumonia
CCL17,C0032285,Pneumonia
CCL19,C0032285,Pneumonia
CCL20,C0032285,Pneumonia
CCL24,C0032285,Pneumonia
CXCL5,C0032285,Pneumonia
CX3CL1,C0032285,Pneumonia
SPP1,C0032285,Pneumonia
TGFB1,C0032285,Pneumonia
TLR4,C0032285,Pneumonia
TNF,C0032285,Pneumonia
TNFRSF1A,C0032285,Pneumonia
TNFRSF1B,C0032285,Pneumonia
IL1R2,C0032285,Pneumonia
CCR9,C0032285,Pneumonia
SIRT1,C0032285,Pneumonia
IL33,C0032285,Pneumonia
CCR2,C0032285,Pneumonia
COPA,C0206061,"Pneumonia, Interstitial"
SOD2,C0206061,"Pneumonia, Interstitial"
ACE,C0032310,"Pneumonia, Viral"
ABCF1,C3714636,Pneumonitis
PARP1,C3714636,Pneumonitis
AGT,C3714636,Pneumonitis
AHR,C3714636,Pneumonitis
CASP1,C3714636,Pneumonitis
CD40LG,C3714636,Pneumonitis
CCR1,C3714636,Pneumonitis
CCR6,C3714636,Pneumonitis
CSF2,C3714636,Pneumonitis
EGR1,C3714636,Pneumonitis
CXCR3,C3714636,Pneumonitis
CXCL1,C3714636,Pneumonitis
HMOX1,C3714636,Pneumonitis
IFNG,C3714636,Pneumonitis
IKBKB,C3714636,Pneumonitis
IL1B,C3714636,Pneumonitis
IL1R1,C3714636,Pneumonitis
IL2RB,C3714636,Pneumonitis
IL4,C3714636,Pneumonitis
IL5RA,C3714636,Pneumonitis
IL6,C3714636,Pneumonitis
IL6ST,C3714636,Pneumonitis
CXCR2,C3714636,Pneumonitis
IL13,C3714636,Pneumonitis
IL17A,C3714636,Pneumonitis
IL18,C3714636,Pneumonitis
ITGB2,C3714636,Pneumonitis
CXCL9,C3714636,Pneumonitis
MYD88,C3714636,Pneumonitis
MYLK,C3714636,Pneumonitis
PF4,C3714636,Pneumonitis
POMC,C3714636,Pneumonitis
CCL2,C3714636,Pneumonitis
CCL4,C3714636,Pneumonitis
CCL7,C3714636,Pneumonitis
CCL8,C3714636,Pneumonitis
CCL11,C3714636,Pneumonitis
CCL17,C3714636,Pneumonitis
CCL19,C3714636,Pneumonitis
CCL20,C3714636,Pneumonitis
CCL24,C3714636,Pneumonitis
CXCL5,C3714636,Pneumonitis
CX3CL1,C3714636,Pneumonitis
SPP1,C3714636,Pneumonitis
TGFB1,C3714636,Pneumonitis
TLR4,C3714636,Pneumonitis
TNF,C3714636,Pneumonitis
TNFRSF1A,C3714636,Pneumonitis
TNFRSF1B,C3714636,Pneumonitis
IL1R2,C3714636,Pneumonitis
CCR9,C3714636,Pneumonitis
SIRT1,C3714636,Pneumonitis
IL33,C3714636,Pneumonitis
CCR2,C3714636,Pneumonitis
FLCN,C0032326,Pneumothorax
FLCN,C1868193,"PNEUMOTHORAX, PRIMARY SPONTANEOUS"
FERMT1,C0406557,Poikiloderma of Kindler
USB1,C1858723,Poikiloderma with Neutropenia
FAM111B,C3810325,"POIKILODERMA, HEREDITARY FIBROSING, WITH TENDON CONTRACTURES, MYOPATHY, AND PULMONARY FIBROSIS"
ACTG1,C1844505,Pointed chin
DPYD,C0274576,Poisoning by fluorouracil
TYMS,C0274576,Poisoning by fluorouracil
IRF6,C1456687,Polio and Post-Polio Syndrome
PVR,C0032371,Poliomyelitis
PVR,C0751446,"Poliomyelitis, Nonpoliovirus"
PVR,C0751447,"Poliomyelitis, Preparalytic"
ADA2,C0031036,Polyarteritis Nodosa
ADA2,C3887654,"POLYARTERITIS NODOSA, CHILDHOOD-ONSET"
CSF3,C0162296,Polyarthralgia
MVK,C0162296,Polyarthralgia
CD69,C0162323,Polyarthritis
COL2A1,C0162323,Polyarthritis
COPA,C0162323,Polyarthritis
HP,C0162323,Polyarthritis
ZFP36,C0162323,Polyarthritis
ACP3,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
ADCY7,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
ALOX12,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
AQP9,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
AREG,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
RERE,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
BTG1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
C8B,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
CALD1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
CD8B,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
CD14,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
CLU,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
CREM,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
CTLA4,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
DAPK1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
GADD45A,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
DDIT3,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
HBEGF,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
DUSP1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
DUSP2,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
DUSP4,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
EGF,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
EGR1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
ELF2,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
CTTN,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
ETV6,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
FCGR1A,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
FOS,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
FOSB,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
FOSL2,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
GMPR,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
GNG11,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
GP1BB,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
CXCL1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
H2AC8,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
NRG1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
HSPA6,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
IGF1R,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
IL1RN,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
CXCR2,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
ITGA2B,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
ITGB5,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
JUN,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
KCNJ15,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
KRAS,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
LPP,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
SMAD3,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
MAP2,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
MSN,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
NR4A2,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
OLR1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
OSM,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
PER1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
PGM5,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
PLAUR,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
PLOD2,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
MAPK1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
PROS1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
SLC2A3,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
SLC11A1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
STAT3,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
STIM1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
TCF7L2,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
TFDP1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
TFPI,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
THBS1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
TNFAIP6,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
TUBB2A,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
UBE2E1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
RNF103,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
CXCR4,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
NR4A3,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
DYSF,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
H2BC8,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
MAD1L1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
TNFRSF10C,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
CD83,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
KLF4,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
B4GALT5,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
PCYT1B,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
UBE3C,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
MTSS1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
FCHSD2,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
RHOBTB1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
PLK2,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
WASF3,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
FAXDC2,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
BTG3,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
PACSIN2,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
R3HDM2,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
TNIK,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
UHRF1BP1L,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
AVL9,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
TTLL5,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
STAB1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
KAT6B,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
MAFF,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
TNFAIP8,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
SIPA1L1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
FOXP1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
ASAP1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
MEX3C,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
MS4A4A,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
WWOX,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
RBM47,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
FAM20A,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
ETNK1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
ZFAND3,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
HERPUD2,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
NDEL1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
SH3BGRL2,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
C2orf88,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
MAML2,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
ACRBP,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
AOPEP,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
MIR22HG,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
SLC22A16,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
ANKRD9,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
BEND2,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
CMTM2,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
SIK1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
RASGEF1B,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
CAMSAP1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
ZFC3H1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
APOBEC3A,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
C9orf72,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
JMJD1C,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
NEAT1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
TREML1,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
LILRA5,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
MYZAP,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
ACP3,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
ADCY7,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
ALOX12,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
AQP9,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
AREG,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
RERE,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
BTG1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
C8B,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
CALD1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
CD8B,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
CD14,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
CLU,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
CREM,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
CTLA4,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
DAPK1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
GADD45A,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
DDIT3,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
HBEGF,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
DUSP1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
DUSP2,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
DUSP4,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
EGF,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
EGR1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
ELF2,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
CTTN,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
ETV6,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
FCGR1A,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
FOS,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
FOSB,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
FOSL2,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
GMPR,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
GNG11,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
GP1BB,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
CXCL1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
H2AC8,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
NRG1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
HSPA6,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
IGF1R,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
IL1RN,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
CXCR2,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
ITGA2B,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
ITGB5,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
JUN,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
KCNJ15,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
KRAS,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
LPP,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
SMAD3,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
MAP2,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
MSN,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
NR4A2,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
OLR1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
OSM,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
PER1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
PGM5,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
PLAUR,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
PLOD2,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
MAPK1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
PROS1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
SLC2A3,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
SLC11A1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
STAT3,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
STIM1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
TCF7L2,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
TFDP1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
TFPI,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
THBS1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
TNFAIP6,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
TUBB2A,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
UBE2E1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
RNF103,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
CXCR4,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
NR4A3,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
DYSF,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
H2BC8,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
MAD1L1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
TNFRSF10C,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
CD83,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
KLF4,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
B4GALT5,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
PCYT1B,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
UBE3C,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
MTSS1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
FCHSD2,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
RHOBTB1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
PLK2,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
WASF3,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
FAXDC2,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
BTG3,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
PACSIN2,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
R3HDM2,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
TNIK,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
UHRF1BP1L,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
AVL9,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
TTLL5,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
STAB1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
KAT6B,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
MAFF,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
TNFAIP8,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
SIPA1L1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
FOXP1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
ASAP1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
MEX3C,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
MS4A4A,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
WWOX,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
RBM47,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
FAM20A,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
ETNK1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
ZFAND3,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
HERPUD2,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
NDEL1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
SH3BGRL2,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
C2orf88,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
MAML2,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
ACRBP,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
AOPEP,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
MIR22HG,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
SLC22A16,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
ANKRD9,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
BEND2,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
CMTM2,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
SIK1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
RASGEF1B,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
CAMSAP1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
ZFC3H1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
APOBEC3A,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
C9orf72,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
JMJD1C,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
NEAT1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
TREML1,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
LILRA5,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
MYZAP,C4704862,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
PKD1,C1567435,Polycystic Kidney - body part
PRKCSH,C1567435,Polycystic Kidney - body part
SEC63,C1567435,Polycystic Kidney - body part
MKS1,C1567435,Polycystic Kidney - body part
GLIS3,C1567435,Polycystic Kidney - body part
PKD1,C3149841,POLYCYSTIC KIDNEY DISEASE 1
GANAB,C3887964,POLYCYSTIC KIDNEY DISEASE 3 WITH OR WITHOUT POLYCYSTIC LIVER DISEASE
DZIP1L,C4539903,POLYCYSTIC KIDNEY DISEASE 5
DNAJB11,C4748044,POLYCYSTIC KIDNEY DISEASE 6 WITH OR WITHOUT POLYCYSTIC LIVER DISEASE
ALG9,C1849762,"Polycystic Kidney Disease, Potter Type I, with Microbrachycephaly, Hypertelorism, and Brachymelia"
MYC,C2751306,"Polycystic kidney disease, type 2"
PKD1,C2751306,"Polycystic kidney disease, type 2"
PKD2,C2751306,"Polycystic kidney disease, type 2"
PPARG,C2751306,"Polycystic kidney disease, type 2"
GANAB,C2751306,"Polycystic kidney disease, type 2"
BRD4,C2751306,"Polycystic kidney disease, type 2"
ANKS6,C2751306,"Polycystic kidney disease, type 2"
PKD1,C0022680,Polycystic Kidney Diseases
PKD2,C0022680,Polycystic Kidney Diseases
PMM2,C0022680,Polycystic Kidney Diseases
PRKCSH,C0022680,Polycystic Kidney Diseases
SEC63,C0022680,Polycystic Kidney Diseases
DNAJB11,C0022680,Polycystic Kidney Diseases
MYC,C0085413,"Polycystic Kidney, Autosomal Dominant"
PKD1,C0085413,"Polycystic Kidney, Autosomal Dominant"
PKD2,C0085413,"Polycystic Kidney, Autosomal Dominant"
